FECHA;HORA;ACO;AJM;AJU;ATI;BJU;CAM;CCA;CHO;COY;CUA;CUT;FAC;GAM;HGM;INN;IZT;LLA;LPR;MER;MGH;MON;MPA;NEZ;PED;SAG;SFE;SJA;TAH;TLA;TLI;UAX;UIZ;VIF;XAL
20/07/2018;14;-99;-99;49;80;89;88;99;40;-99;80;64;85;72;89;55;78;70;72;72;88;68;48;70;95;59;96;-99;49;-99;70;79;68;70;62
20/07/2018;15;-99;-99;47;59;76;80;85;40;-99;85;70;81;78;78;46;70;70;63;68;79;68;51;64;85;65;100;-99;50;-99;65;54;58;73;64
20/07/2018;16;-99;-99;48;68;72;70;88;42;-99;61;68;73;66;73;68;59;68;66;57;58;64;54;55;84;59;77;-99;50;-99;69;55;42;67;55
20/07/2018;17;-99;-99;58;51;41;63;61;38;-99;55;54;49;47;52;61;39;33;48;44;47;50;51;45;64;32;60;-99;56;-99;44;60;33;45;-99
20/07/2018;18;-99;-99;52;28;41;33;42;37;-99;39;38;36;28;41;59;36;24;32;26;33;39;52;29;45;23;48;-99;49;-99;29;37;22;33;-99
20/07/2018;19;-99;-99;47;23;24;16;21;29;-99;30;27;27;33;26;40;18;40;38;18;18;38;40;37;25;31;32;-99;37;-99;28;22;16;36;27
20/07/2018;20;-99;-99;36;19;13;31;19;24;-99;22;20;27;34;10;33;12;35;31;23;14;34;37;21;18;26;25;-99;31;-99;29;19;17;35;21
20/07/2018;21;-99;-99;17;19;12;5;17;16;-99;22;18;17;17;13;30;7;18;23;7;15;18;32;3;14;19;24;-99;26;-99;24;10;3;29;14
20/07/2018;22;-99;-99;11;8;8;2;11;4;-99;10;11;4;7;7;29;4;13;8;9;16;3;28;0;15;11;9;-99;21;-99;14;2;2;22;6
20/07/2018;23;-99;-99;17;5;5;4;13;2;-99;15;14;5;2;5;23;2;7;13;5;10;7;27;0;15;2;3;-99;5;-99;4;1;1;18;6
20/07/2018;24;-99;-99;29;14;2;3;4;2;-99;8;8;10;2;5;20;3;11;16;1;6;0;26;0;12;4;14;-99;2;-99;11;1;0;18;2
21/07/2018;1;-99;-99;20;17;15;3;6;2;-99;15;2;12;2;8;16;6;6;2;8;21;0;26;0;6;3;2;-99;5;-99;3;1;0;17;2
21/07/2018;2;-99;-99;19;12;15;3;5;2;-99;6;4;13;3;5;16;4;2;1;2;20;1;26;0;10;0;5;-99;6;-99;4;1;1;13;1
21/07/2018;3;-99;-99;18;11;9;1;10;1;-99;1;8;10;1;2;15;3;3;7;2;12;2;22;0;14;2;6;-99;0;-99;2;2;2;12;1
21/07/2018;4;-99;-99;15;11;2;1;8;1;-99;5;3;4;2;2;16;1;3;3;2;8;0;15;0;15;0;11;-99;8;-99;7;2;1;8;1
21/07/2018;5;-99;-99;8;9;2;0;11;1;-99;11;1;5;1;3;15;1;1;3;7;5;0;18;0;12;1;4;-99;1;-99;1;2;1;5;1
21/07/2018;6;-99;-99;7;3;1;0;4;1;-99;6;1;1;1;2;16;1;1;1;2;1;0;20;0;7;0;2;-99;4;-99;2;1;0;2;1
21/07/2018;7;-99;-99;9;1;1;1;1;1;-99;2;1;1;1;1;-99;2;1;1;2;1;0;20;0;8;0;2;-99;1;-99;0;1;1;2;1
21/07/2018;8;-99;-99;9;3;5;3;5;3;-99;10;6;2;4;6;12;5;3;3;5;5;5;24;2;12;3;10;-99;1;-99;2;4;2;9;3
21/07/2018;9;-99;-99;18;16;9;6;12;10;-99;26;21;15;14;12;21;10;14;13;9;12;21;26;12;14;8;21;-99;14;-99;8;11;4;21;11
21/07/2018;10;-99;-99;25;32;21;18;22;27;-99;30;33;33;26;22;35;25;34;26;21;27;35;34;29;24;26;30;-99;25;-99;22;23;16;37;26
21/07/2018;11;-99;-99;35;41;36;43;44;44;-99;42;41;46;50;38;44;39;45;43;39;43;54;50;50;41;43;49;-99;43;-99;42;40;34;46;45
21/07/2018;12;-99;-99;43;46;62;61;57;60;-99;52;43;52;55;63;52;67;53;53;57;52;61;66;59;54;50;60;-99;60;-99;49;57;53;50;48
21/07/2018;13;-99;-99;63;45;67;59;71;63;-99;54;41;53;58;63;59;60;49;52;51;59;44;83;57;65;50;62;-99;66;-99;48;62;52;47;48
21/07/2018;14;-99;-99;68;46;60;55;63;47;-99;56;45;53;52;57;66;59;44;46;50;58;45;67;41;61;42;64;-99;52;-99;47;58;47;47;44
21/07/2018;15;-99;-99;58;47;56;51;61;43;-99;52;55;50;50;55;62;49;46;43;47;53;50;54;44;59;40;59;-99;47;-99;47;48;43;49;42
21/07/2018;16;-99;-99;51;46;51;49;54;40;-99;49;47;51;49;52;58;47;46;46;47;50;52;53;46;54;41;54;-99;49;-99;45;49;45;48;41
21/07/2018;17;-99;-99;53;46;51;48;50;58;-99;47;47;49;50;51;54;48;46;44;48;47;48;52;45;51;43;52;-99;47;-99;46;49;45;48;42
21/07/2018;18;-99;-99;48;45;50;48;50;65;-99;46;45;47;49;50;52;45;46;46;44;44;44;66;42;50;39;49;-99;51;-99;43;46;41;43;41
21/07/2018;19;-99;-99;47;38;42;38;43;62;-99;38;41;38;45;44;47;39;40;37;38;40;43;71;37;42;36;43;-99;58;-99;37;39;36;39;38
21/07/2018;20;-99;-99;64;33;42;29;39;55;-99;31;32;30;34;39;38;34;32;35;36;31;37;65;30;41;26;35;-99;57;-99;31;37;32;33;21
21/07/2018;21;-99;-99;43;25;29;26;31;37;-99;27;26;28;25;27;34;25;21;31;23;24;30;63;27;30;19;28;-99;49;-99;26;32;26;26;22
21/07/2018;22;-99;-99;26;25;25;23;25;28;-99;25;26;29;20;23;31;20;13;31;20;23;20;48;20;24;17;28;-99;32;-99;19;23;19;22;22
21/07/2018;23;-99;-99;18;27;25;16;26;28;-99;26;27;29;22;19;29;16;14;24;17;25;12;23;17;25;15;28;-99;19;-99;22;19;12;21;24
21/07/2018;24;-99;-99;12;28;26;20;27;23;-99;25;30;30;16;19;27;17;18;19;16;27;15;23;13;27;20;28;-99;19;-99;24;23;9;24;28
22/07/2018;1;-99;-99;12;26;26;18;29;10;-99;22;20;27;17;16;26;15;21;24;17;26;11;24;16;26;22;25;-99;20;-99;26;23;10;25;29
22/07/2018;2;-99;-99;7;21;26;20;26;11;-99;13;18;27;20;24;20;21;26;27;18;25;6;23;12;20;26;14;-99;21;-99;14;24;13;21;18
22/07/2018;3;-99;-99;7;11;28;18;20;8;-99;10;8;22;20;23;16;21;27;26;14;18;1;22;16;17;26;16;-99;20;-99;16;23;11;25;14
22/07/2018;4;-99;-99;12;13;22;12;18;4;-99;15;2;19;15;8;14;12;26;27;13;16;0;23;15;17;25;11;-99;15;-99;22;21;6;18;17
22/07/2018;5;-99;-99;6;10;19;8;23;3;-99;20;1;14;15;10;14;7;19;24;10;14;2;21;15;16;20;11;-99;7;-99;15;19;5;13;6
22/07/2018;6;-99;-99;5;5;15;1;14;2;-99;7;1;4;4;5;15;5;12;9;3;14;1;19;12;12;14;6;-99;7;-99;14;7;1;7;1
22/07/2018;7;-99;-99;2;8;13;2;5;2;-99;3;1;3;2;4;16;2;2;3;2;7;1;19;9;6;3;4;-99;5;-99;1;2;2;4;2
22/07/2018;8;-99;-99;8;8;16;8;10;5;-99;20;4;11;8;11;9;9;8;10;7;18;9;25;14;16;7;12;-99;8;-99;7;10;9;17;9
22/07/2018;9;-99;-99;21;19;22;18;27;19;-99;29;14;23;16;21;33;18;20;20;18;23;25;31;21;26;15;28;-99;21;-99;17;20;17;28;18
22/07/2018;10;-99;-99;31;29;33;24;34;31;-99;36;30;33;28;30;43;34;31;35;30;30;39;39;29;35;26;37;-99;35;-99;30;31;27;38;32
22/07/2018;11;-99;-99;39;42;42;49;48;44;-99;46;44;44;55;43;50;46;46;54;44;45;54;49;45;44;45;50;-99;52;-99;39;47;36;48;46
22/07/2018;12;-99;-99;47;55;58;75;65;60;-99;52;56;56;76;65;57;64;63;74;64;55;71;58;65;61;60;60;-99;67;-99;58;65;50;60;61
22/07/2018;13;-99;-99;59;66;78;89;85;77;-99;60;64;64;85;85;70;80;71;83;82;71;73;76;73;78;66;73;-99;79;-99;69;77;64;67;72
22/07/2018;14;-99;-99;65;79;97;102;95;82;-99;69;70;96;94;105;80;94;78;89;93;96;76;76;75;90;76;79;-99;90;-99;75;91;76;69;82
22/07/2018;15;-99;-99;75;94;101;102;115;73;-99;82;67;117;97;102;83;89;78;83;84;112;83;80;76;103;76;99;-99;81;-99;73;98;75;69;82
22/07/2018;16;-99;-99;75;89;86;108;112;74;-99;102;72;109;88;87;80;84;72;74;90;99;76;79;80;111;69;122;-99;73;-99;69;91;69;69;75
22/07/2018;17;-99;-99;82;70;77;85;96;60;-99;87;69;91;74;84;64;76;66;68;80;89;69;72;74;100;60;98;-99;69;-99;63;81;69;69;64
22/07/2018;18;-99;-99;76;61;70;66;83;61;-99;80;62;64;64;74;55;65;57;65;68;67;71;67;70;83;51;99;-99;63;-99;60;73;62;60;56
22/07/2018;19;-99;-99;66;50;64;54;70;50;-99;62;42;56;49;67;50;58;36;51;60;61;67;70;61;72;38;73;-99;62;-99;42;61;55;41;41
22/07/2018;20;-99;-99;50;27;40;32;49;44;-99;44;27;30;30;37;29;32;29;33;29;34;42;55;26;47;26;47;-99;49;-99;25;41;28;26;26
22/07/2018;21;-99;-99;39;22;28;26;29;37;-99;20;20;24;25;28;29;22;17;33;23;23;44;52;23;27;21;25;-99;32;-99;23;21;19;27;20
22/07/2018;22;-99;-99;34;20;24;21;24;27;-99;16;21;24;20;26;22;19;13;36;16;19;37;41;38;19;20;22;-99;17;-99;22;19;16;23;19
22/07/2018;23;-99;-99;33;21;15;16;22;11;-99;19;23;23;18;16;22;15;16;29;17;20;17;38;12;20;14;23;-99;26;-99;18;16;-99;19;20
22/07/2018;24;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
23/07/2018;1;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
23/07/2018;2;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
23/07/2018;3;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
23/07/2018;4;-99;-99;18;10;17;2;24;2;-99;26;0;7;1;20;17;5;1;3;9;3;0;21;11;19;5;17;-99;8;-99;3;10;4;5;1
23/07/2018;5;-99;-99;15;2;5;2;13;2;-99;14;0;4;1;2;20;2;1;1;1;3;0;27;5;20;0;11;-99;8;-99;3;4;1;2;1
23/07/2018;6;-99;-99;5;1;1;1;2;2;-99;4;1;1;1;1;22;1;1;1;1;0;0;27;0;8;0;4;-99;11;-99;1;4;1;1;1
23/07/2018;7;-99;-99;3;1;2;1;1;2;-99;1;1;1;1;1;25;2;2;1;2;1;0;25;0;5;0;2;-99;4;-99;3;2;1;2;1
23/07/2018;8;-99;-99;11;3;7;3;9;6;-99;7;2;4;4;4;15;7;5;3;6;6;2;25;5;9;3;6;-99;4;-99;3;6;5;7;3
23/07/2018;9;-99;-99;27;15;14;8;15;16;-99;13;9;11;10;13;19;16;12;12;12;12;17;28;12;18;7;17;-99;13;-99;10;20;12;17;9
23/07/2018;10;-99;-99;35;21;28;23;30;28;-99;23;22;23;27;26;23;30;24;24;27;26;35;37;27;27;22;30;-99;28;-99;25;32;23;28;24
23/07/2018;11;-99;-99;42;34;42;39;47;41;-99;36;41;41;48;40;37;43;42;46;34;39;51;49;44;44;40;42;-99;42;-99;39;44;38;43;39
23/07/2018;12;-99;-99;50;47;59;58;65;56;-99;50;53;57;68;54;50;55;51;67;58;55;58;58;53;58;50;56;-99;62;-99;52;65;47;56;49
23/07/2018;13;-99;-99;56;63;75;75;77;82;-99;68;57;67;73;78;61;79;59;84;86;79;71;74;65;71;57;71;-99;80;-99;59;67;59;61;56
23/07/2018;14;-99;-99;65;72;93;91;85;87;-99;75;55;73;93;102;78;97;63;88;94;89;74;82;68;83;61;86;-99;77;-99;64;76;72;62;61
23/07/2018;15;-99;-99;82;70;114;95;113;78;-99;88;55;86;80;110;87;82;66;72;93;97;78;85;76;101;66;99;-99;76;-99;63;86;74;60;62
23/07/2018;16;-99;-99;83;68;102;87;108;64;-99;95;59;86;79;100;102;85;66;69;84;102;77;80;77;115;68;108;-99;84;-99;62;86;73;63;64
23/07/2018;17;-99;-99;70;62;93;75;99;63;-99;92;61;76;72;80;110;83;57;61;64;89;75;80;75;109;62;107;-99;78;-99;60;77;66;63;58
23/07/2018;18;-99;-99;59;59;80;55;89;61;-99;79;62;58;63;69;66;77;54;57;58;67;73;76;72;88;-99;88;-99;71;-99;59;74;67;65;50
23/07/2018;19;-99;-99;51;49;59;40;61;57;-99;56;43;48;46;64;48;59;39;48;61;52;65;71;61;67;36;62;-99;60;-99;43;50;53;38;34
23/07/2018;20;-99;-99;37;30;33;32;45;51;-99;33;30;33;39;37;35;36;41;42;35;27;58;59;50;43;27;46;-99;55;-99;33;39;35;34;28
23/07/2018;21;-99;-99;30;29;13;33;26;38;-99;20;27;32;37;35;22;25;32;42;33;29;52;55;49;15;19;14;-99;38;-99;35;34;30;34;23
23/07/2018;22;-99;-99;25;17;18;25;20;30;-99;21;28;27;29;30;16;18;29;33;25;19;48;47;34;6;17;23;-99;43;-99;32;35;25;32;23
23/07/2018;23;-99;-99;22;14;9;21;18;30;-99;20;28;28;18;21;13;8;25;27;20;19;34;46;20;15;15;12;-99;36;-99;27;15;25;29;11
23/07/2018;24;-99;-99;31;13;23;25;20;24;-99;13;28;29;15;25;-99;9;11;19;17;22;20;46;37;18;18;7;-99;29;-99;21;21;24;25;14
24/07/2018;1;-99;-99;28;16;19;17;12;29;-99;11;14;23;10;26;-99;17;6;22;14;12;33;44;38;16;6;14;-99;35;-99;18;22;15;22;5
24/07/2018;2;-99;-99;17;10;15;13;32;29;-99;24;6;19;8;16;-99;19;3;14;7;5;40;40;29;29;12;18;-99;34;-99;23;32;25;22;3
24/07/2018;3;-99;-99;13;9;30;5;30;27;-99;27;1;16;2;29;-99;30;7;7;24;3;33;38;25;18;22;19;-99;26;-99;19;25;23;16;3
24/07/2018;4;-99;-99;17;4;25;6;22;20;-99;24;0;16;16;19;-99;14;4;3;18;3;25;37;23;15;19;14;-99;20;-99;17;22;22;8;5
24/07/2018;5;-99;-99;11;1;19;6;8;10;-99;9;0;9;15;9;-99;8;21;10;6;7;17;36;11;7;13;10;-99;13;-99;13;13;14;2;16
24/07/2018;6;-99;-99;7;1;8;1;4;5;-99;2;1;1;3;3;-99;8;7;13;1;1;12;34;6;2;3;3;-99;6;-99;1;6;9;1;8
24/07/2018;7;-99;-99;5;1;2;1;1;6;-99;10;1;1;2;4;-99;3;5;7;2;1;2;31;4;0;6;2;-99;6;-99;1;5;3;1;7
24/07/2018;8;-99;-99;9;5;10;4;7;9;-99;18;6;5;9;7;-99;11;20;14;8;4;5;32;18;5;10;7;-99;9;-99;4;12;11;5;10
24/07/2018;9;-99;-99;32;18;14;15;14;21;-99;22;18;20;25;14;-99;19;27;32;14;12;26;34;19;12;21;21;-99;20;-99;9;22;17;15;20
24/07/2018;10;-99;-99;34;36;27;26;27;39;-99;31;35;33;43;28;-99;32;30;44;32;32;45;44;36;25;37;36;-99;36;-99;29;31;26;33;32
24/07/2018;11;-99;-99;39;50;50;52;48;46;-99;46;54;47;-99;50;-99;54;49;56;55;47;55;61;51;44;48;51;-99;54;-99;54;48;38;55;46
24/07/2018;12;-99;-99;55;62;73;76;72;60;-99;57;60;58;-99;80;-99;70;63;73;69;64;60;72;59;65;61;65;-99;69;-99;66;64;56;62;60
24/07/2018;13;-99;-99;60;72;90;87;90;66;-99;71;56;86;-99;84;-99;77;68;82;78;89;66;89;66;88;71;83;-99;80;-99;69;75;59;64;62
24/07/2018;14;-99;-99;90;62;88;83;91;65;-99;90;-99;80;68;85;-99;83;65;65;76;94;63;83;70;101;63;103;-99;69;-99;64;69;71;70;62
24/07/2018;15;-99;-99;80;64;84;69;92;61;-99;86;-99;70;69;78;-99;79;62;63;70;77;56;75;66;92;62;99;-99;66;-99;65;72;60;69;61
24/07/2018;16;-99;-99;79;67;76;64;83;61;-99;73;-99;68;64;70;-99;-99;61;65;62;69;55;69;54;80;52;83;-99;62;-99;66;65;-99;75;54
24/07/2018;17;-99;-99;69;71;63;67;65;54;-99;67;72;73;68;69;-99;57;64;70;55;64;58;63;54;67;63;73;-99;59;-99;70;56;48;72;64
24/07/2018;18;-99;-99;63;61;64;59;62;51;-99;63;53;67;60;67;-99;60;51;58;54;59;58;59;61;59;46;69;-99;52;-99;57;51;48;51;52
24/07/2018;19;-99;-99;63;39;48;40;49;46;-99;49;39;44;46;49;-99;44;43;44;42;44;48;54;49;47;36;51;-99;46;-99;41;48;36;43;39
24/07/2018;20;-99;-99;56;37;37;34;39;42;-99;30;35;38;39;40;-99;40;37;41;36;36;40;55;44;40;28;31;-99;48;-99;39;50;37;39;34
24/07/2018;21;-99;-99;46;34;33;30;29;30;-99;29;31;28;37;32;-99;26;35;41;21;37;38;54;36;32;25;34;-99;43;-99;32;43;22;32;28
24/07/2018;22;-99;-99;28;29;8;27;25;29;-99;15;29;26;30;14;-99;5;27;36;9;20;33;48;25;19;25;17;-99;35;-99;25;21;12;28;21
24/07/2018;23;-99;-99;30;32;2;23;18;28;-99;24;23;31;33;11;-99;6;23;38;17;12;30;43;22;18;25;13;-99;32;-99;23;15;9;24;32
24/07/2018;24;-99;-99;15;19;10;20;22;21;-99;20;22;33;24;9;-99;5;20;32;12;20;12;44;4;21;25;20;-99;27;-99;23;19;11;27;33
25/07/2018;1;-99;-99;7;21;14;21;20;17;-99;22;14;31;21;10;-99;8;21;26;13;11;1;42;0;22;23;22;-99;32;-99;21;23;14;26;9
25/07/2018;2;-99;-99;10;23;18;21;24;20;-99;18;4;28;13;8;-99;14;20;20;5;10;15;39;6;26;6;16;-99;31;-99;11;27;16;21;15
25/07/2018;3;-99;-99;17;17;16;13;21;19;-99;25;1;17;11;5;-99;18;4;12;3;5;19;39;9;27;6;9;-99;23;-99;4;22;17;12;7
25/07/2018;4;-99;-99;17;17;19;7;15;13;-99;24;1;19;6;16;-99;18;1;15;5;6;17;39;9;19;1;7;-99;19;-99;15;17;11;6;2
25/07/2018;5;-99;-99;9;5;8;4;4;9;-99;28;1;7;4;4;-99;3;1;2;2;2;3;37;12;6;4;10;-99;13;-99;9;14;6;3;1
25/07/2018;6;-99;-99;7;4;9;1;2;6;-99;10;1;2;4;1;-99;2;1;1;1;1;0;36;2;3;1;3;-99;4;-99;3;7;1;1;1
25/07/2018;7;-99;-99;7;2;3;1;2;3;-99;8;1;1;4;2;-99;3;1;2;1;1;1;34;1;1;2;1;-99;5;-99;1;4;2;2;1
25/07/2018;8;-99;-99;8;5;4;3;6;9;-99;22;3;4;10;6;-99;8;6;4;6;4;7;35;4;10;6;5;-99;5;-99;5;11;8;6;5
25/07/2018;9;-99;-99;29;19;13;10;13;20;-99;30;13;21;22;13;-99;14;17;20;14;20;24;37;15;17;18;18;-99;20;-99;13;19;18;15;15
25/07/2018;10;-99;-99;43;36;27;20;25;40;-99;34;26;36;32;26;-99;30;27;34;26;31;38;44;27;29;29;29;-99;32;-99;33;28;27;33;34
25/07/2018;11;-99;-99;51;49;47;37;43;52;-99;45;-99;44;55;45;-99;50;50;56;44;45;53;56;45;40;43;46;-99;48;-99;43;45;41;49;49
25/07/2018;12;-99;-99;57;60;62;65;63;62;-99;58;-99;56;70;62;-99;69;56;70;65;58;77;71;66;58;55;64;-99;63;-99;59;64;59;59;56
25/07/2018;13;-99;-99;75;63;84;74;86;71;-99;65;-99;68;71;85;-99;79;66;65;71;79;77;85;71;79;63;76;-99;75;-99;62;75;66;67;60
25/07/2018;14;-99;-99;90;68;81;71;86;66;-99;76;-99;70;78;80;-99;81;72;68;72;76;73;87;73;90;68;90;-99;79;-99;71;75;69;77;66
25/07/2018;15;-99;-99;86;73;79;72;86;54;-99;71;73;77;74;77;-99;72;65;68;64;75;58;77;64;84;56;83;-99;67;-99;74;70;60;73;60
25/07/2018;16;-99;-99;77;71;58;57;62;48;-99;67;66;67;59;58;-99;54;56;58;49;60;51;67;51;67;48;76;-99;55;-99;64;56;49;58;44
25/07/2018;17;-99;-99;57;51;56;46;60;52;-99;50;50;50;55;56;-99;51;48;53;47;45;52;58;50;57;44;57;-99;50;-99;50;52;45;52;37
25/07/2018;18;-99;-99;50;45;48;43;49;49;-99;47;44;-99;50;46;-99;45;32;52;43;39;49;58;47;48;36;52;-99;44;-99;49;47;42;46;37
25/07/2018;19;-99;-99;44;44;39;40;42;41;-99;39;41;41;42;40;-99;34;32;45;34;38;44;57;35;42;25;45;-99;41;-99;45;39;30;33;38
25/07/2018;20;-99;-99;29;23;46;34;46;40;-99;43;26;27;41;46;-99;43;4;37;35;40;36;64;31;41;12;50;-99;43;-99;35;39;29;32;22
25/07/2018;21;-99;-99;43;29;30;16;38;38;-99;33;3;10;26;30;-99;28;4;41;18;27;30;61;40;33;3;36;-99;-99;-99;13;35;25;8;5
25/07/2018;22;-99;-99;33;24;23;5;22;26;-99;27;0;11;11;13;-99;17;8;30;5;19;28;54;15;24;0;32;-99;36;-99;3;35;18;1;10
25/07/2018;23;-99;-99;34;27;28;8;25;9;-99;30;8;20;6;13;-99;9;4;10;5;24;15;50;0;21;1;37;-99;28;-99;5;22;3;1;6
25/07/2018;24;-99;-99;22;27;25;6;33;2;-99;28;9;25;3;18;-99;9;2;4;2;25;7;45;8;29;0;21;-99;34;-99;6;6;1;1;1
26/07/2018;1;15;-99;11;22;24;9;29;8;-99;24;7;23;3;23;-99;16;4;6;8;21;0;32;8;24;0;20;-99;22;-99;4;8;1;1;1
26/07/2018;2;16;-99;9;22;25;15;24;14;-99;18;3;21;3;20;-99;18;2;3;11;21;0;32;18;30;0;20;-99;17;-99;7;6;7;1;1
26/07/2018;3;9;-99;23;23;25;12;24;3;-99;15;0;18;3;21;-99;20;5;10;9;18;0;35;5;26;0;13;-99;16;-99;8;14;7;1;1
26/07/2018;4;6;-99;26;25;22;9;16;3;-99;13;1;18;4;18;-99;13;4;15;2;10;0;32;1;23;1;15;-99;9;-99;5;12;1;1;1
26/07/2018;5;2;-99;8;17;16;3;3;2;-99;3;0;12;3;13;-99;6;1;1;1;2;0;27;4;14;1;10;-99;9;-99;3;8;1;1;1
26/07/2018;6;3;-99;2;3;5;1;1;1;-99;1;1;1;3;3;-99;1;1;1;1;1;0;30;1;10;0;3;-99;6;-99;1;2;0;1;1
26/07/2018;7;1;-99;2;2;1;1;1;2;-99;1;1;1;4;2;-99;2;1;1;1;1;0;32;3;1;1;3;-99;1;-99;1;1;1;1;1
26/07/2018;8;6;-99;11;6;4;4;5;4;-99;15;2;4;5;5;-99;6;5;5;4;6;3;31;8;10;2;8;-99;6;-99;5;7;5;4;2
26/07/2018;9;13;-99;38;14;16;14;16;14;-99;18;11;16;12;16;-99;12;13;10;12;19;24;37;17;17;10;19;-99;19;-99;13;16;13;12;10
26/07/2018;10;30;-99;46;29;33;29;32;32;-99;27;30;35;29;26;-99;30;24;27;23;33;40;-99;34;29;26;36;-99;33;-99;32;35;28;32;24
26/07/2018;11;46;-99;54;42;51;55;57;56;-99;42;46;47;57;50;-99;49;43;59;45;46;57;-99;56;50;45;49;-99;52;-99;48;51;46;51;44
26/07/2018;12;57;-99;60;63;69;69;76;71;-99;53;-99;66;84;68;-99;70;66;88;62;62;75;-99;70;69;67;62;-99;64;-99;66;68;59;70;66
26/07/2018;13;59;-99;65;75;90;86;93;88;-99;67;-99;82;110;90;-99;80;71;104;86;84;80;-99;76;84;71;79;-99;86;-99;69;83;73;79;78
26/07/2018;14;63;-99;72;75;102;110;111;88;-99;83;-99;91;102;113;-99;98;72;95;109;101;86;79;76;108;69;99;-99;93;-99;74;92;74;67;68
26/07/2018;15;68;-99;78;77;116;111;95;62;-99;100;-99;99;88;126;-99;99;79;73;105;119;79;83;83;102;74;116;-99;-99;-99;75;73;72;74;73
26/07/2018;16;46;-99;61;71;79;75;74;48;-99;88;-99;77;75;73;-99;67;66;70;70;79;75;80;62;86;64;99;-99;-99;-99;64;63;57;62;60
26/07/2018;17;41;-99;57;50;53;49;61;56;-99;54;52;45;53;51;-99;46;50;45;44;46;58;74;49;-99;42;63;-99;-99;-99;51;55;40;49;43
26/07/2018;18;42;-99;53;49;44;33;45;36;-99;42;41;42;29;41;-99;28;29;27;20;33;45;63;37;46;42;45;-99;-99;-99;45;39;31;48;18
26/07/2018;19;45;-99;48;45;35;19;41;44;-99;28;40;37;28;35;-99;33;38;22;28;26;39;52;33;46;31;30;-99;-99;-99;43;43;33;46;18
26/07/2018;20;40;-99;39;42;34;16;42;16;-99;23;34;21;27;31;-99;28;13;17;21;21;23;48;21;44;23;28;-99;-99;-99;24;39;30;39;11
26/07/2018;21;25;-99;28;43;27;11;26;5;-99;22;7;16;8;16;-99;16;12;20;15;13;11;46;19;37;14;12;-99;-99;-99;-99;29;24;18;16
26/07/2018;22;9;-99;26;22;13;1;8;3;-99;14;12;16;10;12;-99;5;2;10;7;10;2;41;4;18;11;7;-99;-99;-99;-99;15;11;15;5
26/07/2018;23;16;-99;23;4;7;0;11;2;-99;7;18;16;5;6;-99;3;3;16;1;1;4;43;2;26;2;14;-99;-99;-99;-99;16;4;15;17
26/07/2018;24;20;-99;25;24;1;5;21;4;-99;26;14;12;3;5;-99;6;3;20;1;4;1;46;2;25;4;1;-99;-99;-99;-99;12;6;16;2
27/07/2018;1;15;-99;24;32;1;3;16;10;-99;25;5;21;7;10;-99;2;5;2;6;9;0;45;1;22;8;15;-99;-99;-99;-99;13;3;12;1
27/07/2018;2;8;-99;16;26;9;4;12;5;-99;15;1;20;12;11;-99;2;6;1;3;6;1;36;3;27;3;22;-99;-99;-99;-99;12;5;10;1
27/07/2018;3;10;-99;16;26;2;5;15;3;-99;22;1;19;9;8;-99;5;1;1;2;8;0;38;0;27;6;19;-99;-99;-99;-99;9;10;9;1
27/07/2018;4;6;-99;13;27;3;8;13;4;-99;10;0;16;4;9;-99;5;1;1;2;1;0;39;0;27;0;24;-99;-99;-99;-99;6;6;5;1
27/07/2018;5;3;-99;8;17;1;3;2;1;-99;4;1;11;3;4;-99;2;1;1;3;1;1;35;0;20;0;8;-99;-99;-99;-99;4;2;1;1
27/07/2018;6;0;-99;3;7;1;0;1;1;-99;1;1;2;3;1;-99;1;1;1;1;1;1;33;0;13;0;3;-99;-99;-99;-99;2;1;1;1
27/07/2018;7;1;-99;5;4;1;1;1;2;-99;1;1;1;4;2;-99;2;1;1;1;1;1;29;1;6;0;1;-99;-99;-99;-99;2;1;1;1
27/07/2018;8;4;-99;11;6;6;4;5;5;-99;22;2;7;6;4;-99;4;3;2;5;4;2;33;7;13;3;9;-99;-99;-99;-99;8;5;6;3
27/07/2018;9;15;-99;35;26;16;15;19;15;-99;31;10;16;13;13;-99;13;8;8;13;13;15;40;20;21;12;20;-99;-99;-99;-99;21;16;19;11
27/07/2018;10;32;-99;43;38;32;30;35;34;-99;28;28;28;36;27;-99;28;21;-99;23;28;43;44;33;34;30;33;-99;-99;-99;-99;39;31;31;31
27/07/2018;11;46;-99;51;39;54;48;61;51;-99;40;44;42;63;47;-99;51;41;-99;45;46;61;61;58;55;49;48;-99;-99;-99;-99;58;44;48;50
